EAST,NORTH,Cu
41.82575758,74.27606061,0.422
7.635454545,191.1833333,0.402
96.15848485,205.0724242,0.91
138.8590909,170.8324242,0.522
76.78181818,175.6639394,0.838
80.88757576,203.0342424,0.902
121.649697,214.7457576,0.59
2.893333333,151.2266667,0.346
6.671212121,186.4212121,0.308
132.3272727,31.91363636,0.342
65.86545455,54.69060606,0.476
84.4169697,176.5687879,0.714
143.909697,230.7127273,0.356
29.93515152,90.43181818,0.178
70.37909091,108.0190909,0.564
38.63454545,203.799697,0.508
45.87212121,71.17424242,0.282
93.76242424,164.5787879,0.826
117.6033333,188.0715152,0.546
31.53606061,220.7509091,0.142
18.90969697,166.7460606,0.862
166.8257576,134.4645455,0.472
108.8145455,166.8157576,0.672
154.6669697,19.77454545,0.24
407.9775758,235.0472727,0.576
93.54393939,31.85393939,0.434
108.4169697,80.17181818,0.61
62.8630303,106.9951515,0.638
93.04666667,111.0912121,0.412
129.8518182,62.65393939,0.64
395.3315152,252.0081818,0.926
105.0763636,106.189697,0.602
149.3778788,211.7930303,0.244
136.4433333,130.5275758,0.474
407.1224242,228.4357576,0.346
41.74636364,217.1218182,0.69
109.8884848,186.8884848,0.4
464.7160606,249.8109091,0.472
107.969697,26.00818182,0.694
45.7230303,151.9127273,0.428
10.11090909,182.0963636,0.494
107.2536364,125.3578788,0.732
484.7690909,259.4845455,0.256
113.2784848,160.5921212,0.282
146.0869697,205.0524242,0.164
515.7181818,248.4490909,1.246
436.8887879,232.7706061,0.422
131.6909091,49.87878788,0.296
17.93545455,214.6563636,0.404
32.72909091,189.4236364,0.51
173.8248485,169.4006061,0.282
91.67484848,211.0872727,1.038
165.4439394,218.3148485,0.452
85.73939394,223.9818182,0.688
73.69969697,48.26818182,0.452
70.01121212,89.40787879,0.436
62.93242424,193.6290909,0.708
72.14878788,94.87575758,0.702
467.2215152,236.4290909,0.792
100.970303,78.95878788,1.062
28.56333333,104.5990909,0.43
113.9348485,127.4954545,1.006
111.1809091,207.1006061,0.328
146.3654545,171.9754545,0.67
154.6369697,2.296666667,0.116
421.6675758,230.8121212,0.32
64.95090909,94.83606061,0.634
146.3057576,225.8409091,0.2
31.71484848,98.75333333,0.366
151.0878788,166.010303,0.576
514.9727273,229.6687879,0.216
49.35181818,145.4306061,0.628
137.1490909,184.1742424,0.154
449.3557576,227.5709091,0.37
129.6627273,183.0509091,0.256
487.3639394,252.3760606,0.452
434.0851515,239.2727273,0.288
40.30484848,189.8612121,0.522
34.7569697,90.52121212,0.45
121.6993939,9.196363636,0.754
78.40212121,222.9378788,0.688
390.43,251.4712121,0.34
162.3421212,20.95757576,0.214
117.9712121,68.16181818,0.698
119.88,16.49363636,0.788
403.7124242,221.6754545,0.554
158.2360606,217.9569697,0.24
521.4348485,241.7281818,0.676
144.7645455,185.2181818,0.222
141.1854545,36.98393939,0.332
147.4090909,18.88969697,0.356
68.68909091,121.0133333,0.748
104.6290909,139.4454545,0.598
425.8930303,224.6778788,0.252
77.27878788,142.2193939,0.35
102.9587879,152.7081818,0.428
87.77757576,217.1218182,0.706
45.43484848,113.059697,0.56
397.3,240.6148485,0.884
146.7730303,138.68,0.212
120.3869697,195.3093939,0.4
44.67909091,132.3769697,0.576
33.88212121,81.02666667,0.41
145.7687879,118.5178788,0.612
507.7051515,248.4687879,0.754
0,161.1687879,0.308
99.09151515,125.4372727,0.578
161.5763636,174.1727273,0.27
168.4463636,8.888181818,0.154
8.192121212,174.5606061,0.522
1.292424242,166.08,0.356
476.5469697,224.1112121,0.208
90.04424242,104.1218182,0.654
42.81,210.9778788,0.678
84.76515152,45.36515152,0.394
86.55454545,77.77575758,0.788
73.82909091,168.4660606,0.586
440.5869697,206.4839394,0.234
61.44121212,88.97030303,0.706
143.84,13.01393939,0.21
125.8351515,5.835757576,0.646
0.765757576,156.3369697,0.402
41.23939394,125.3181818,0.462
21.58393939,109.0730303,0.304
132.7945455,69.96151515,0.618
56.54,126.72,0.546
177.2648485,193.7284848,0.366
117.2454545,101.2884848,0.636
145.8681818,85.14272727,0.272
276.2966667,232.86,0.5
139.3463636,137.5963636,0.534
135.28,110.5245455,0.764
163.2666667,160.96,0.49
247.0472727,240.8833333,0.478
272.0712121,206.1460606,0.38
160.2939394,153.9012121,0.268
231.2693939,197.5860606,0.266
124.8409091,102.4418182,0.47
232.2836364,216.1575758,0.71
132.4466667,103.5254545,0.902
264.4657576,205.8775758,0.532
131.7209091,136.6021212,0.464
225.6424242,218.0066667,0.34
252.7739394,178.8654545,0.366
107.5221212,146.4645455,0.408
443.4006061,213.4336364,0.206
158.8424242,45.41484848,0.272
108.0193939,113.2981818,0.45
154.9848485,106.3487879,0.412
136.3736364,12.07939394,0.4
138.8590909,204.7739394,0.328
134.1963636,177.1354545,0.264
137.5269697,64.07575758,0.534
429.1239394,231.5475758,0.254
69.29545455,174.570303,0.87
57.77272727,212.8072727,0.54
24.43727273,131.4024242,0.45
102.1436364,30.71060606,0.726
54.69060606,79.77393939,0.396
190.5275758,202.5966667,0.406
100.5727273,198.9878788,0.654
14.55515152,210.679697,0.49
411.3775758,222.4209091,0.438
138.8193939,0.894848485,0.586
150.1233333,218.1260606,0.236
159.6178788,229.6884848,0.448
103.3366667,119.2833333,0.556
400.68,214.3181818,0.268
431.1024242,218.6730303,0.304
146.2260606,5.975151515,0.27
468.7527273,223.4151515,0.746
146.6536364,51.97636364,0.464
132.5160606,190.1793939,0.52
92.44030303,144.3766667,0.728
110.4551515,220.4624242,0.402
51.10181818,198.8487879,0.808
108.4666667,227.0539394,0.618
499.1748485,227.2527273,0.248
35.21454545,209.7151515,0.43
41.85575758,144.5457576,0.582
37.82909091,77.33818182,0.294
44.19212121,77.88515152,0.362
77.97484848,109.0430303,0.576
410.1745455,202.7360606,0.186
56.44060606,219.8660606,0.34
452.6069697,201.2445455,0.198
226.5469697,204.0481818,0.244
218.7824242,203.680303,0.216
167.760303,154.8854545,0.224
130.7663636,116.5590909,0.742
133.1027273,156.7445455,0.834
228.9927273,227.0739394,0.432
266.2651515,192.7245455,0.21
141.6030303,91.2769697,0.978
156.7248485,93.47393939,0.344
243.6869697,158.6433333,0.198
116.7581818,134.6733333,0.878
263.3818182,185.9936364,0.232
251.759697,243.2393939,0.818
251.6406061,238.1590909,0.382
157.3015152,146.5142424,0.336
48.5069697,158.7330303,0.656
42.98909091,89.28848485,0.622
94.65727273,98.18666667,0.664
69.84212121,141.3145455,0.514
30.74060606,148.5127273,0.592
126.8193939,207.9554545,0.246
114.72,180.9930303,0.408
78.69060606,162.5406061,0.938
97.68969697,230.2951515,0.604
129.1557576,215.3324242,0.292
36.14909091,136.8009091,0.95
465.75,216.3763636,0.522
72.92424242,215.1236364,0.874
166.139697,167.9390909,0.312
191.9887879,175.8827273,0.408
157.7787879,113.5469697,0.562
11.90060606,189.3639394,0.29
125.5666667,221.3769697,0.214
123.6778788,168.8042424,0.81
89.31848485,50.56454545,0.636
47.83090909,139.1672727,0.582
55.3269697,139.8730303,0.648
7.138484848,152.9566667,0.312
428.8654545,244.5318182,0.35
88.18515152,117.0763636,0.466
64.60272727,180.2969697,0.844
34.93606061,176.4693939,0.626
174.9484848,17.05030303,0.218
46.67757576,171.3990909,1.084
116.1815152,167.849697,1.292
451.3242424,247.5742424,0.258
126.9187879,55.73454545,0.448
65.34848485,147.210303,1.61
87.46939394,228.9130303,0.724
25.2030303,188.4393939,0.508
143.4821212,164.9169697,0.77
100.8512121,40.93090909,0.566
425.4157576,204.2869697,0.388
74.90272727,102.0142424,0.584
438.7875758,219.4184848,0.3
27.64848485,95.22393939,0.382
39.13151515,163.1272727,0.472
124.2742424,48.86454545,0.526
441.869697,226.3678788,0.206
96.68545455,64.32424242,0.334
184.2142424,6.323030303,0.238
151.4554545,132.6851515,0.422
109.8784848,100.1451515,0.822
76.89090909,88.87090909,0.626
61.84878788,173.6060606,0.868
18.3230303,159.7866667,0.784
420.5539394,210.4212121,0.614
491.5693939,226.2584848,0.462
402.7181818,200.8866667,0.358
37.45151515,183.7269697,0.802
151.8233333,13.98818182,0.272
123.8369697,30.66090909,0.8
96.4469697,35.77090909,0.328
176.7081818,175.2066667,0.318
131.0845455,6.541818182,0.376
107.0448485,179.9290909,0.686
158.5442424,167.0245455,0.374
172.7312121,218.0466667,0.164
164.1118182,3.807575758,0.164
117.6827273,12.58636364,0.664
456.6433333,228.4357576,0.222
437.5745455,199.2166667,0.324
472.3318182,230.5933333,0.396
97.79909091,28.80181818,0.552
100.5527273,112.3039394,0.462
457.3590909,248.2006061,0.388
138.0936364,226.6663636,0.18
59.90030303,99.75727273,0.586
128.380303,162.689697,0.77
86.59424242,130.2790909,0.808
105.3151515,192.9133333,0.584
149.9245455,25.96818182,0.168
48.06939394,83.92969697,0.576
180.3069697,217.9569697,0.662
120.8542424,161.6657576,0.822
130.8460606,203.1733333,0.202
36.60636364,221.6454545,0.31
30.26333333,182.6133333,0.438
21.49454545,137.8251515,0.384
76.27454545,208.92,0.968
507.1681818,161.9542424,0.272
81.35484848,169.559697,0.824
61.28212121,120.0487879,0.596
169.9675758,194.1560606,0.344
51.05181818,132.4463636,0.398
82.7169697,64.66242424,0.038
165.1057576,211.9321212,0.324
160.5227273,119.780303,0.442
69.75272727,51.42969697,0.45
81.77242424,41.79575758,0.414
101.8651515,132.5060606,0.562
472.63,250.2981818,0.29
74.48515152,135.1406061,1.388
34.60787879,142.4481818,0.39
12.94454545,165.7718182,0.664
176.7181818,142.8954545,0.196
446.0848485,220.3530303,0.272
133.8384848,37.1230303,0.434
46.64757576,223.0969697,1.092
57.08666667,179.2530303,0.716
436.2624242,245.9733333,0.178
478.7939394,177.8115152,0.72
542.5118182,189.6027273,0.39
534.6278788,192.2969697,0.286
520.8981818,176.6581818,0.084
505.7963636,174.5009091,0.724
536.3975758,170.8324242,0.252
539.7281818,196.7212121,0.328
526.3660606,229.6090909,0.582
529.5178788,224.0912121,0.34
547.96,176.7078788,0.38
544.4406061,149.5763636,0.364
432.1066667,238.7654545,0.32
424.8987879,237.960303,0.388
520.0927273,242.6627273,0.78
414.449697,229.6587879,0.402
516.1260606,235.7033333,0.236
513.1136364,229.5393939,0.254
510.9460606,222.2221212,0.546
488.6563636,219.0606061,0.42
481.0109091,218.1657576,0.338
523.4930303,217.2512121,0.424
507.7448485,215.2927273,0.44
485.6639394,212.1809091,0.342
470.6912121,210.1327273,0.994
527.9866667,210.3912121,0.762
520.490303,210.0830303,0.28
505.0406061,208.0351515,0.406
490.2869697,206.2354545,0.442
482.6115152,205.2412121,0.472
467.430303,203.1633333,0.576
502.3363636,200.9066667,0.33
494.87,200.0118182,0.482
464.7560606,196.2539394,0.356
520.4606061,196.3333333,0.268
499.5627273,193.9175758,0.492
484.3715152,191.9787879,0.274
476.9248485,191.0839394,0.366
461.8130303,189.1951515,0.348
512.8748485,157.1621212,0.356
523.2045455,215.0539394,0.376
516.6430303,151.5348485,0.314
522.0215152,229.6090909,0.402
516.8615152,224.8169697,0.27
515.42,144.8839394,0.184
503.1815152,153.0460606,0.23
508.1624242,140.370303,0.404
511.2345455,220.0548485,0.396
502.7939394,181.0924242,0.702
44.20181818,165.0560606,0.866
410.1051515,249.5624242,0.626
425.5448485,251.3621212,0.288
440.4378788,253.2212121,0.308
447.9939394,254.2651515,0.452
500.5766667,260.9260606,0.52
507.9039394,262.1190909,0.682
531.7148485,250.5666667,0.466
537.719697,236.4690909,0.43
542.4918182,222.7590909,0.234
546.180303,215.8493939,0.286
552.2451515,201.7915152,0.466
555.2475758,194.9712121,0.434
561.0636364,181.0427273,0.51
501.2924242,134.2060606,0.232
481.5378788,184.880303,0.494
473.9721212,183.8660606,0.464
466.2172727,183.6475758,0.22
546.1109091,182.7627273,0.338
163.3860606,40.79181818,0.412
27.83757576,141.3842424,0.53
107.2836364,36.40727273,0.714
426.6484848,237.6718182,0.44
538.6345455,184.6715152,0.496
531.6551515,183.7566667,0.288
516.4342424,183.0806061,0.436
508.9678788,181.8578788,0.38
493.6472727,180.1181818,0.228
486.2206061,178.7460606,0.37
404.6269697,241.7084848,0.564
412.2027273,242.5933333,0.49
427.1754545,244.5815152,0.364
434.7512121,245.5857576,0.662
442.4960606,246.55,0.258
449.8033333,247.5145455,0.192
502.4557576,254.4439394,0.582
509.8327273,255.3090909,0.548
523.5127273,251.5112121,0.452
526.6545455,245.0487879,0.526
529.5178788,238.02,0.652
535.3139394,223.8127273,0.736
538.4654545,217.0524242,0.34
541.4181818,209.8345455,0.784
547.2542424,195.6672727,0.4
550.8630303,190.2487879,0.396
556.0030303,174.8787879,0.348
558.8563636,168.1875758,0.444
502.4160606,167.7106061,0.164
501.8790909,141.6627273,0.212
494.6215152,143.9093939,0.376
481.4087879,149.7254545,0.402
473.5942424,152.9366667,0.348
405.7306061,253.370303,0.66
410.6718182,254.0760606,0.386
415.6924242,254.7918182,0.24
421.0612121,255.4878788,0.528
431.0030303,256.83,0.344
436.5406061,257.5657576,0.25
441.6806061,257.9933333,0.324
451.5730303,259.3651515,0.484
456.6233333,260.0412121,0.314
461.7833333,260.8466667,0.704
477.1633333,262.7454545,0.524
482.2536364,263.4018182,0.404
492.5436364,264.6345455,0.574
497.6636364,265.360303,0.44
502.4954545,266.1954545,0.512
513.2727273,267.8060606,0.564
519.3172727,267.8157576,0.496
526.7239394,264.4157576,0.51
530.3330303,260.6975758,0.346
534.0512121,257.0090909,0.268
538.0578788,247.8724242,0.382
539.39,243.6072727,0.27
541.13,239.9584848,0.452
545.6933333,229.2909091,0.396
550.2963636,219.18,0.696
553.7860606,209.6157576,0.672
394.4663636,233.4366667,0.502
164.439697,181.2118182,0.224
80.86787879,116.0918182,0.428
103.8933333,206.1063636,0.734
190.2093939,188.9863636,0.326
19.42666667,113.9642424,0.186
90.62090909,40.5730303,0.464
115.7442424,200.9663636,0.412
93.6530303,225.1848485,1.002
155.2733333,193.4006061,0.212
125.4672727,155.79,0.51
447.5663636,240.5451515,0.254
477.4121212,138.4018182,0.242
541.5872727,156.3569697,0.296
539.7578788,163.3260606,0.668
535.0454545,210.9478788,0.582
554.3527273,161.2681818,0.398
541.7163636,177.4736364,0.534
470.5818182,176.8372727,0.232
524.1787879,168.4363636,0.274
517.3587879,169.480303,0.608
479.8975758,164.8472727,0.264
520.0730303,163.2566667,0.538
514.5748485,162.5109091,0.618
484.5306061,158.6036364,0.328
519.5260606,155.4918182,0.342
504.0463636,154.5672727,0.282
489.0639394,152.4993939,0.248
530.3030303,151.2466667,0.28
494.2436364,136.7015152,0.312
487.1751515,139.1075758,0.394
480.2554545,141.9809091,0.282
473.1966667,145.480303,0.242
465.4618182,149.8745455,0.268
419.579697,243.5278788,0.378
494.9793939,253.350303,0.366
517.4781818,256.4024242,0.35
532.3312121,230.9712121,0.542
544.4109091,203.3524242,0.33
553.11,182.3151515,0.464
487.2645455,146.5042424,0.31
426.0718182,256.0845455,0.328
446.7112121,258.3512121,0.382
467.0427273,261.4233333,0.54
487.5627273,264.3760606,0.384
507.8245455,266.7024242,0.662
549.739697,155.740303,0.358
522.8963636,268.1439394,0.538
535.8309091,253.479697,0.234
543.2772727,233.8742424,0.27
547.7812121,224.8269697,0.32
551.9269697,214.3978788,0.548
454.8439394,241.479697,0.262
439.9409091,239.74,0.398
409.5084848,235.6836364,0.488
522.9460606,236.4787879,0.36
496.0730303,220.1342424,0.504
473.4351515,217.3306061,0.348
516.2551515,215.8393939,0.3
478.1775758,211.0972727,0.296
512.3975758,209.3772727,0.34
497.8130303,207.2793939,0.51
475.0357576,203.9787879,0.476
523.7315152,203.690303,0.268
509.5345455,202.2787879,0.324
487.4533333,199.0972727,0.368
472.3018182,197.2181818,0.234
506.4227273,195.19,0.352
491.9272727,193.0227273,0.452
469.4484848,190.1493939,0.412
533.3354545,198.1130303,0.436
536.2184848,203.6109091,0.44
530.2533333,203.8493939,0.386
527.8872727,189.6324242,0.504
527.6884848,228.8633333,0.548
499.3736364,146.7927273,0.254
518.0448485,216.5751515,0.564
509.8027273,149.8745455,0.284
402.2212121,248.7272727,0.586
417.6809091,250.2781818,0.32
434.4230303,252.6642424,0.306
493.16,260.0909091,0.35
515.5093939,263.4315152,0.572
527.8872727,256.9790909,0.592
535.1448485,243.6769697,0.69
540.7621212,229.7781818,0.414
549.3518182,208.5321212,0.252
558.190303,187.5645455,0.562
519.6154545,190.030303,0.168
511.8906061,188.7675758,0.366
503.390303,188.5787879,0.942
491.8078788,132.7545455,0.278
486.8866667,134.1366667,0.368
482.2239394,136.0354545,0.312
472.7790909,140.5790909,0.28
468.2854545,142.9251515,0.228
496.7490909,187.0178788,0.414
489.0839394,185.9042424,0.424
500.9942424,180.7542424,0.422
513.71,175.8630303,0.464
534.0812121,177.5033333,0.326
547.1745455,161.9839394,0.252
544.4009091,169.2415152,0.392
508.6,168.4163636,0.602
492.1857576,159.5878788,0.178
477.0142424,157.8778788,0.58
527.2509091,159.8166667,0.384
511.6621212,155.4721212,0.282
496.6,153.6127273,0.202
523.6718182,150.4812121,0.638
508.8384848,148.7412121,0.318
496.5106061,130.8954545,0.246
479.3209091,231.3984848,0.32
79.09818182,129.1257576,0.778
105.5336364,72.98363636,0.616
138.759697,50.57454545,0.206
429.9987879,198.3615152,0.294
62.35606061,225.4433333,0.644
154.0406061,172.999697,0.452
10.90636364,200.9363636,0.234
169.0627273,206.3648485,0.556
405.2336364,208.5221212,0.262
123.3,201.9206061,0.462
455.9275758,208.1742424,0.302
16.55333333,132.0090909,0.154
144.2378788,1.083636364,0.378
161.8051515,140.6187879,0.144
67.07848485,59.69121212,0.474
494.1442424,233.3472727,0.678
524.7854545,235.5939394,0.438
52.35424242,112.4133333,0.626
131.2336364,227.8193939,0.374
71.10484848,161.6460606,0.752
105.7027273,159.7172727,0.314
149.3975758,59.17424242,0.262
38.28636364,130.8160606,0.394
16.75212121,180.3169697,0.446
433.0312121,205.2015152,0.34
49.83909091,67.73424242,0.456
167.4224242,16.10575758,0.216
434.2739394,225.5627273,0.386
113.1393939,54.21333333,0.952
127.7936364,196.1245455,0.34
462.4990909,242.5733333,0.314
112.8312121,31.36666667,0.6
79.70454545,96.10878788,0.852
5.10030303,181.549697,0.346
60.03939394,74.08727273,0.496
95.95969697,118.12,0.482
277.9072727,219.8063636,0.408
261.5030303,199.1169697,0.228
127.1872727,142.7163636,0.468
259.6636364,212.3,0.418
206.8521212,224.4093939,0.828
122.5345455,148.6418182,0.532
239.5112121,224.4490909,0.278
266.8118182,239.3124242,0.38
126.0936364,122.6336364,0.878
147.7272727,72.39727273,0.228
272.6678788,244.3727273,0.216
237.7615152,236.4390909,0.558
251.2330303,158.6433333,0.15
242.7524242,238.2784848,0.674
239.8393939,217.7184848,0.23
260.4787879,179.0642424,0.174
124.3736364,135.6278788,0.774
211.5445455,228.6445455,0.42
133.57,123.7372727,0.614
129.4142424,96.35727273,0.774
149.1490909,92.32090909,0.446
214.06,210.0036364,0.266
249.7318182,172.1745455,0.298
172.6915152,148.0354545,0.242
147.5484848,105.5536364,0.56
153.7324242,86.35575758,0.396
257.3172727,172.3833333,0.514
142.8457576,111.5484848,0.506
252.1972727,212.0118182,0.462
266.9909091,243.9254545,0.27
128.43,129.2154545,0.49
133.9678788,90.32242424,0.516
253.8475758,198.679697,0.506
258.6693939,192.2669697,0.2
270.3909091,219.4284848,1.062
228.1675758,231.8657576,1.064
275.0139394,212.9263636,0.612
253.5393939,231.2493939,0.244
249.3339394,205.0424242,0.21
265.6684848,225.7118182,0.428
259.3157576,239.1036364,0.562
280.800303,226.6363636,0.338
112.2745455,140.5987879,1.068
235.9024242,230.3745455,0.5
237.7318182,210.59,0.378
229.3109091,210.1824242,0.372
143.5218182,78.35242424,0.196
274.5069697,239.4018182,0.574
267.199697,212.6181818,0.298
178.4878788,161.9442424,0.378
152.6984848,152.7975758,0.296
246.2718182,198.3218182,0.264
139.5351515,104.0721212,0.662
268.7506061,232.5021212,0.42
138.6206061,84.27787879,0.208
216.9530303,228.5751515,0.328
257.0190909,243.5575758,0.626
151.0181818,79.13787879,0.558
273.2045455,226.1490909,0.336
246.7490909,165.1057576,0.222
231.6175758,221.0590909,0.684
246.639697,227.73,0.436
222.3018182,228.9030303,0.444
155.6909091,160.1048485,0.602
214.3881818,223.9221212,0.414
38.62454545,114.73,0.464
15.46969697,122.9818182,0.266
407.510303,195.6175758,0.342
104.0724242,172.8206061,0.83
77.24909091,227.3721212,0.812
118.4781818,121.500303,0.604
504.9312121,241.2709091,0.446
83.60181818,55.49575758,0.356
25.75969697,167.2033333,0.754
154.4181818,229.9172727,0.472
36.97424242,104.2709091,0.596
83.18424242,156.5157576,0.512
57.0269697,224.5484848,0.602
132.9736364,232.2236364,0.566
83.81060606,123.230303,0.422
4.424242424,160.0054545,0.286
512.4672727,242.4342424,0.464
151.5151515,45.94151515,0.408
136.3539394,43.86363636,0.5
82.34909091,103.0481818,1.02
408.1166667,215.0639394,0.538
92.53969697,229.509697,0.786
32.08272727,85.75909091,0.164
58.36909091,199.8230303,0.718
85.49090909,196.7212121,0.706
124.4136364,22.73727273,0.852
52.36424242,88.22484848,0.768
63.40969697,160.2142424,0.644
82.04090909,136.2342424,0.952
113.9248485,21.0569697,0.696
72.94424242,54.81,0.568
418.8936364,223.6139394,0.416
94.51818182,184.7509091,0.81
150.2724242,112.3139394,0.578
13.44151515,138.8787879,0.282
181.3312121,168.8139394,0.402
96.78484848,138.3021212,0.954
67.14787879,134.3154545,0.9
121.7887879,41.71636364,0.734
77.79575758,59.32363636,0.494
39.34030303,170.1066667,1.01
90.74030303,157.6093939,0.516
426.4,250.5069697,0.984
144.9636364,65.01030303,0.33
169.0827273,174.7990909,0.294
396.5342424,199.8030303,0.49
443.7087879,246.7587879,0.22
162.4415152,107.4424242,0.482
97.79909091,191.9290909,0.722
415.8018182,240.2569697,0.334
98.09727273,71.9,0.768
112.5727273,40.99060606,0.436
169.4206061,141.7621212,0.188
293.9136364,89.10939394,0.088
259.6139394,31.72454545,0.344
355.6430303,94.30909091,0.14
274.0793939,18.01484848,0.266
308.9757576,46.7569697,0.104
281.9136364,59.80060606,0.424
285.1648485,88.31424242,0.114
270.530303,100.6321212,0.182
285.7215152,98.02757576,0.186
278.0263636,101.03,0.186
276.6145455,93.41454545,0.262
282.510303,48.96393939,0.214
265.9172727,36.33757576,0.256
324.6242424,131.889697,0.114
331.9812121,76.63242424,0.078
277.9469697,36.55636364,0.254
259.6339394,22.99575758,0.35
261.1251515,16.73212121,0.216
337.1412121,111.5881818,0.144
269.5260606,57.27545455,0.158
256.5121212,67.65484848,0.28
337.0518182,95.9,0.09
288.1672727,53.13969697,0.162
350.5430303,85.45090909,0.148
247.4648485,31.81424242,0.254
347.5406061,102.72,0.09
332.3987879,119.4624242,0.096
271.9918182,31.85393939,0.328
265.6884848,44.25151515,0.362
346.3375758,111.349697,0.072
283.9718182,41.55727273,0.158
252.9927273,26.2069697,0.332
271.4051515,48.72545455,0.246
347.8487879,81.0069697,0.06
265.9866667,27.32030303,0.31
303.5175758,41.6169697,0.136
343.4245455,96.01909091,0.058
320.5281818,141.1457576,0.204
349.1909091,92.50969697,0.134
279.11,29.44787879,0.214
258.7687879,73.64969697,0.416
318.49,58.52818182,0.082
336.2066667,83.59181818,0.156
275.9584848,52.26484848,0.14
254.2951515,35.00545455,0.282
260.6478788,39.24090909,0.346
330.7087879,139.7039394,0.154
275.1730303,65.08,0.142
315.4775758,132.9236364,0.112
261.8509091,65.67636364,0.302
351.010303,109.4209091,0.056
328.1836364,111.7969697,0.09
335.2821212,127.4457576,0.092
267.2693939,69.15606061,0.264
292.770303,31.78424242,0.126
332.5181818,103.7936364,0.076
298.4969697,36.73545455,0.138
276.8433333,44.64909091,0.272
265.370303,74.90242424,0.132
267.6769697,13.87878788,0.266
323.0833333,122.1863636,0.086
286.2781818,26.63424242,0.274
317.4363636,158.9118182,0.186
311.3815152,150.620303,0.136
320.9757576,150.9781818,0.188
234.3118182,203.9887879,0.362
134.7930303,143.5218182,0.474
138.0339394,117.5036364,0.56
136.8806061,97.03333333,0.69
121.520303,128.5690909,0.896
142.3287879,144.5657576,0.352
217.9272727,217.2215152,0.438
221.7648485,224.0215152,0.438
261.8309091,243.6769697,0.36
164.8175758,148.0454545,0.222
282.4706061,244.7606061,0.356
144.4763636,98.41515152,0.682
256.6909091,205.509697,0.18
269.1184848,199.4551515,0.394
170.8324242,161.5963636,0.406
149.7854545,145.9675758,0.308
151.9030303,99.51878788,0.42
232.830303,234.1724242,0.488
262.8551515,218.8518182,0.872
115.1575758,147.6775758,0.466
243.8857576,234.1327273,0.464
148.2345455,158.9118182,0.712
221.7648485,210.530303,0.324
